queries,What is a database query?,A request to retrieve or manipulate data,A sorting algorithm,A compression technique,An encryption method,A request to retrieve or manipulate data,,,,,,
select statement,What does the SELECT statement do in SQL?,Retrieves data from a database,Inserts data,Updates data,Deletes data,Retrieves data from a database,,,,,,
insert statement,What does the INSERT statement do in SQL?,Adds new rows to a table,Retrieves data,Updates existing rows,Deletes rows,Adds new rows to a table,,,,,,
update statement,What does the UPDATE statement do in SQL?,Modifies existing rows in a table,Retrieves data,Inserts new rows,Deletes rows,Modifies existing rows in a table,,,,,,
delete statement,What does the DELETE statement do in SQL?,Removes rows from a table,Retrieves data,Inserts new rows,Updates rows,Removes rows from a table,,,,,,
transactions,What is a database transaction?,A sequence of operations treated as a single unit,A sorting operation,A compression technique,An encryption method,A sequence of operations treated as a single unit,,,,,,
acid properties,What do ACID properties ensure in databases?,Atomicity, Consistency, Isolation, Durability,Sorting efficiency,Compression ratio,Encryption strength,Atomicity, Consistency, Isolation, Durability
nosql databases,What is a NoSQL database?,A non-relational database with flexible schemas,A relational database,A sorted database,An encrypted database,A non-relational database with flexible schemas,,,,,,
document stores,What is a document store in NoSQL?,Stores data as JSON-like documents,Stores data as tables,Stores data as graphs,Stores data as key-value pairs,Stores data as JSON-like documents,,,,,,
key value stores,What is a key-value store in NoSQL?,Stores data as key-value pairs,Stores data as tables,Stores data as trees,Stores data as graphs,Stores data as key-value pairs,,,,,,
column family stores,What is a column-family store in NoSQL?,Stores data in column families for scalability,Stores data as documents,Stores data as graphs,Stores data as trees,Stores data in column families for scalability,,,,,,
graph databases,What is a graph database?,Stores data as nodes and edges for relationships,Stores data as tables,Stores data as documents,Stores data as key-value pairs,Stores data as nodes and edges for relationships,,,,,,
mongodb,What is MongoDB?,A document-based NoSQL database,A relational database,A graph database,A key-value store,A document-based NoSQL database,,,,,,
cassandra,What is Apache Cassandra?,A distributed column-family NoSQL database,A relational database,A document store,A graph database,A distributed column-family NoSQL database,,,,,,
redis,What is Redis?,An in-memory key-value store,A relational database,A document store,A graph database,An in-memory key-value store,,,,,,
database schema,What is a database schema?,The structure defining how data is organized,A sorting algorithm,A compression technique,An encryption method,The structure defining how data is organized,,,,,,
er diagrams,What is an ER diagram?,A visual representation of database entities and relationships,A sorting diagram,A compression diagram,An encryption diagram,A visual representation of database entities and relationships,,,,,,
html,What is HTML used for?,Structuring content on the web,Styling web pages,Managing databases,Encrypting data,Structuring content on the web,,,,,,
css,What is CSS used for?,Styling and formatting web pages,Structuring content,Managing databases,Encrypting data,Styling and formatting web pages,,,,,,
dom,What is the DOM in web development?,A programming interface for HTML documents,A database model,A sorting algorithm,An encryption method,A programming interface for HTML documents,,,,,,
ajax,What does AJAX enable in web applications?,Asynchronous data retrieval without page reloads,Page styling,Database creation,File compression,Asynchronous data retrieval without page reloads,,,,,,
json,What is JSON used for?,Exchanging data in a lightweight format,Styling web pages,Managing databases,Encrypting data,Exchanging data in a lightweight format,,,,,,
xml,What is XML used for?,Storing and transporting structured data,Styling web pages,Managing databases,Encrypting data,Storing and transporting structured data,,,,,,
apis,What is an API?,A set of rules for interacting with software components,A sorting algorithm,A compression technique,An encryption method,A set of rules for interacting with software components,,,,,,
rest,What is REST in web development?,An architectural style for designing networked applications,A database model,A sorting algorithm,An encryption method,An architectural style for designing networked applications,,,,,,
soap,What is SOAP?,A protocol for exchanging structured information,A styling language,A database model,A sorting algorithm,A protocol for exchanging structured information,,,,,,
http methods,What are HTTP methods used for?,Defining actions on web resources,Styling web pages,Managing databases,Encrypting data,Defining actions on web resources,,,,,,
status codes,What do HTTP status codes indicate?,The outcome of an HTTP request,A sorting result,A compression level,An encryption strength,The outcome of an HTTP request,,,,,,
frontend,What is the frontend in web development?,The client-side part of a web application,The server-side logic,The database layer,The network layer,The client-side part of a web application,,,,,,
backend,What is the backend in web development?,The server-side logic and data management,The client-side interface,The styling layer,The network layer,The server-side logic and data management,,,,,,
frameworks,What are programming frameworks?,Pre-built structures to streamline development,Random code snippets,Encryption tools,Compression algorithms,Pre-built structures to streamline development,,,,,,
react,What is React?,A JavaScript library for building user interfaces,A database system,A sorting algorithm,An encryption tool,A JavaScript library for building user interfaces,,,,,,
